,AirportID,Name,City,Country,IATA,ICA,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,MergedTz
6325,8926,Turpan Jiaohe Airport,Turpan,China,TLQ,ZWTP,43.0308,89.0987,934,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
6326,8927,Lorenzo Airport,Morro de Sao Paulo,Brazil,,SNCL,-13.389444351196287,-38.90999984741211,3,-3.0,S,America/Fortaleza,airport,OurAirports,America/Bahia
6343,8963,Bromont (Roland Desourdy) Airport,Bromont,Canada,ZBM,CZBM,45.2907981873,-72.74140167239999,375,-5.0,A,America/Toronto,airport,OurAirports,America/Montreal
6349,8971,Guyuan Liupanshan Airport,Guyuan,China,GYU,ZLGY,36.078888888899996,106.21694444399999,5696,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
6357,8989,Ann Arbor Municipal Airport,Ann Arbor,United States,ARB,KARB,42.2229995728,-83.74559783939999,839,-5.0,A,America/New_York,airport,OurAirports,America/Detroit
6358,8994,Shepparton Airport,Shepparton,Australia,SHT,YSHT,-36.42890167236328,145.39300537109375,374,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
6367,9025,Bijie Feixiong Airport,Bijie,China,BFJ,ZUBJ,27.267065999999996,105.47209699999999,4751,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
6373,9054,Yeltsovka Airport,Novosibirsk,Russia,,UNNE,55.09239959716797,83.00450134277344,617,7.0,N,Asia/Krasnoyarsk,airport,OurAirports,Asia/Novosibirsk
6399,9129,Kangel Danda Airport,Kangel Danda,Nepal,,VNKL,27.4106333137,86.64659500120001,0,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
6400,9132,Bajura Airport,Bajura,Nepal,BJU,VNBR,29.50200080871582,81.66899871826172,4300,5.75,N,Asia/Katmandu,airport,OurAirports,Asia/Kathmandu
6401,9134,Chara Airport,Chara,Russia,,UIAR,56.91333389282226,118.2699966430664,2201,9.0,N,Asia/Yakutsk,airport,OurAirports,Asia/Chita
6411,9156,Ekibastuz Airport,Ekibastuz,Kazakhstan,,UASB,51.59099960327149,75.21499633789062,621,6.0,N,Asia/Qyzylorda,airport,OurAirports,Asia/Almaty
6462,9311,Gannan Xiahe Airport,Xiahe city,China,GXH,ZLXH,34.8105,102.6447,10510,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
6467,9372,Seymchan Airport,Seymchan,Russia,,UHMS,62.92078018188477,152.4227752685547,679,11.0,N,Asia/Srednekolymsk,airport,OurAirports,Asia/Magadan
6469,9374,Susuman Airport,Susuman,Russia,,UHMH,62.76666641235352,148.14666748046875,2129,11.0,N,Asia/Srednekolymsk,airport,OurAirports,Asia/Magadan
6470,9376,Ust-Maya Airport,Ust-Maya,Russia,UMS,UEMU,60.356998443604,134.43499755859,561,9.0,N,Asia/Yakutsk,airport,OurAirports,Asia/Khandyga
6475,9386,Xinyuan Nalati Airport,Xinyuan,China,NLT,ZWNL,43.4318,83.3786,3050,8.0,U,Asia/Shanghai,airport,OurAirports,Asia/Urumqi
6487,9402,Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,-37.88750076293945,147.5679931640625,165,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
6516,9528,Fazenda Campo Verde Airport,Sihanoukville,Cambodia,,SNKV,1.04278004169,-50.5167007446,49,-3.0,N,America/Fortaleza,airport,OurAirports,America/Belem
6528,9749,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.23300170899999,0,-8.0,A,America/Vancouver,airport,OurAirports,America/Los_Angeles
6537,9771,Cacoal Airport,Cacoal,Brazil,OAL,SSKW,-11.495999999999999,-61.4508,778,-4.0,N,America/Boa_Vista,airport,OurAirports,America/Porto_Velho
6568,9818,Lilydale Airport,Lilydale,Australia,,YLIL,-37.69169998168945,145.36700439453125,76,10.0,O,Australia/Hobart,airport,OurAirports,Australia/Melbourne
6581,9846,Zunyi Xinzhou Airport,Zunyi,China,ZYI,ZUZY,27.5895,107.0007,2920,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
6583,9848,Lindu Airport,Yinchun,China,LDS,ZYLD,47.7520555556,129.019125,791,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Harbin
6584,9849,Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS,26.2605555556,105.87333333299999,4812,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Chongqing
6587,9854,Tonghua Sanyuanpu Airport,Tonghua,China,TNH,ZYTN,42.2538888889,125.70333333299999,1200,8.0,N,Asia/Shanghai,airport,OurAirports,Asia/Harbin
6594,9866,Beringin Airport,Muara Teweh,Indonesia,,WAOM,-0.940325021744,114.89387512200001,126,7.0,N,Asia/Jakarta,airport,OurAirports,Asia/Pontianak
6635,10114,Chichen Itza International Airport,Chichen Itza,Mexico,CZA,MMCT,20.6413002014,-88.4461975098,102,-6.0,S,America/Mexico_City,airport,OurAirports,America/Merida
